,query,data
10,zebra-medical-vision-wins-nvidia-s-inception-champion-award,"Originally published at:			Zebra Medical Vision Wins NVIDIA’s “Inception Champion” Award | NVIDIA Technical Blog
Big data visualization startup Zebra Medical Vision took home the inaugural award  for their significant advancements of Artificial Intelligence and deep learning using NVIDIA GPUs. The world has an aging population and the demand for medical imaging services is quickly outpacing the supply of radiologists. Israel-based Zebra Medical Vision uses big data to deliver large-scale…Powered by Discourse, best viewed with JavaScript enabled"
11,webinar-how-telcos-transform-customer-experiences-with-conversational-ai,"Originally published at:			How Telcos Transform Customer Experiences with Conversational AI
Join Infosys, Quantiphi, Talkmap, and NVIDIA on May 31 for a live webinar to learn how telecommunications companies are using AI to improve operational efficiency and enhance customer engagement.Powered by Discourse, best viewed with JavaScript enabled"
12,building-an-edge-strategy-cost-factors,"Originally published at:			https://developer.nvidia.com/blog/building-an-edge-strategy-cost-factors/
Edge computing is a new paradigm shift for organizations, this article looks at the cost factors for rolling out these solutions.Powered by Discourse, best viewed with JavaScript enabled"
13,turn-2d-images-into-immersive-3d-scenes-with-nvidia-instant-nerf-in-vr,"Originally published at:			Turn 2D Images into Immersive 3D Scenes with NVIDIA Instant NeRF in VR | NVIDIA Technical Blog
Thousands of developers and content creators have built stunning 3D visuals with NVIDIA Instant NeRF, a rendering tool that turns a set of static images into a realistic 3D scene. Now, it is also possible to navigate Instant NeRF in VR and step into 3D creations with the latest Instant NeRF software update. Named by…Powered by Discourse, best viewed with JavaScript enabled"
14,from-munch-to-hunch-ai-classifies-your-waste-at-lunch,"Originally published at:			From Munch to Hunch: AI Classifies Your Waste at Lunch | NVIDIA Technical Blog
By Karly Hou, Shruthi Jaganathan, Isaac Wilcove Compost, recycle, or non-compost? The debate rages in your mind as you pace back and forth with your coffee cup in hand. With the help of the Green Machine, developed by three high school interns at NVIDIA this summer, classifying your waste has never been easier. The three…Powered by Discourse, best viewed with JavaScript enabled"
15,explainer-what-is-an-autonomous-truck,"Originally published at:			What Is an Autonomous Truck? | NVIDIA Blog
Autonomous trucks are commercial vehicles that use AI to automate everything from shipping yard operations to long-haul deliveries.Powered by Discourse, best viewed with JavaScript enabled"
16,machine-learning-frameworks-interoperability-part-3-zero-copy-in-action-using-an-e2e-pipeline,"Originally published at:			https://developer.nvidia.com/blog/machine-learning-frameworks-interoperability-part-3-zero-copy-in-action-using-an-e2e-pipeline/
Machine Learning Frameworks Interoperability part 3 covers on the implementation of an end-to-end pipeline demonstrating the discussed techniques for optimal data transfer across data science frameworks.Powered by Discourse, best viewed with JavaScript enabled"
17,microsoft-releases-new-version-of-high-performance-open-source-deep-learning-toolkit,"Originally published at:			Microsoft Releases New Version of High-Performance, Open-Source, Deep Learning Toolkit | NVIDIA Technical Blog
Previously known as CNTK, the Microsoft Cognitive Toolkit version 2.0 allows developers to create, train, and evaluate their own neural networks that can scale across multiple GPUs and multiple machines on massive data sets. The open-source toolkit, available on GitHub, offers hundreds of new features, performance improvements and fixes that have been added since the…Powered by Discourse, best viewed with JavaScript enabled"
18,explain-your-machine-learning-model-predictions-with-gpu-accelerated-shap,"Originally published at:			https://developer.nvidia.com/blog/explain-your-machine-learning-model-predictions-with-gpu-accelerated-shap/
Learn how to train an XGBoost model, implement the SHAP technique in Python using a CPU and GPU, and compare results between the two.Thanks for checking out my blog on GPU accelerated SHAP values. Let me know if you have any questions about the blog or the code implementation.First off, thanks a lot for such a good blog!
I think I should check something what I missed.At Summary_plot,
it raiseand the progress never stop. what should I do?Hi @94cogus ,Firstly, apologies for replying late. I inadvertently missed the notification to your query. As for your issue, I tried it on my end but I encountered no error. Here is the link to the code that I tried let me know if you are still having issues reproducing the results : Google ColabHi! Can I use a summary plot with the implementation of SHAP on RAPIDS? I already tried, but it doesn’t results. Are there any way? Thank you!Powered by Discourse, best viewed with JavaScript enabled"
19,just-released-cutlass-v2-9,"Originally published at:			https://developer.nvidia.com/blog/just-released-cutlass-v2-9/
Powered by Discourse, best viewed with JavaScript enabled"
20,researchers-develop-an-ai-system-that-can-help-locate-missing-vehicles,"Originally published at:			Researchers Develop an AI System that Can Help Locate Missing Vehicles | NVIDIA Technical Blog
To help monitor traffic conditions, locate missing vehicles, and possibly help find lost children, University of Toronto and Northeastern University researchers developed a deep learning-based vehicle image search engine that can be used to narrow down the location of a vehicle. “We developed the Vehicle Image Search Engine (VISE) to support the fast search of…Powered by Discourse, best viewed with JavaScript enabled"
21,share-your-science-unraveling-membrane-proteins-with-gpus,"Originally published at:			Share Your Science: Unraveling Membrane Proteins with GPUs | NVIDIA Technical Blog
Erik Lindahl, Professor of Biophysics at Stockholm University, talks about using the GPU-accelerated GROMACS application to simulate protein dynamics. This approach helps researchers learn how to design better drugs, combat alcoholism and understand how certain diseases occur. Lindahl mentions they started using CUDA in their work nearly five years ago and now 90% of their…Powered by Discourse, best viewed with JavaScript enabled"
22,training-with-custom-pretrained-models-using-the-nvidia-transfer-learning-toolkit,"Originally published at:			https://developer.nvidia.com/blog/training-custom-pretrained-models-using-tlt/
Get notified about production releases: DeepStream SDK 5.0 Transfer Learning Toolkit 2.0 Supervised training of deep neural networks is now a common method of creating AI applications. To achieve accurate AI for your application, you generally need a very large dataset especially if you create from scratch. Gathering and preparing a large dataset and labeling…Powered by Discourse, best viewed with JavaScript enabled"
23,if-the-virtual-zapato-fits-wear-it-gpu-accelerated-augmented-reality,"Originally published at:			https://developer.nvidia.com/blog/cuda-spotlight-gpu-accelerated-augmented-reality/
This week’s Spotlight is on Néstor Gómez, CEO of Artefacto Estudio in Mexico City. Artefacto Estudio is a developer of interactive applications and games. The company’s projects include a real-time virtual shoe fitting kiosk that allows people to “try on” shoes using augmented reality powered by Microsoft Kinect and GPU computing (see the video). NVIDIA: Néstor,…Powered by Discourse, best viewed with JavaScript enabled"
24,deep-learning-helps-transfer-famous-artistic-styles-to-videos,"Originally published at:			Deep Learning Helps Transfer Famous Artistic Styles to Videos | NVIDIA Technical Blog
A new style transfer algorithm makes clips from Ice Age appear as paintings in the style of van Gogh’s “Starry Night”. Researchers from University of Freiburg in Germany are using cuDNN deep learning software and NVIDIA TITAN X GPUs to extract a specific artistic style from a source painting, and then synthesizes this information with…Powered by Discourse, best viewed with JavaScript enabled"
25,maximizing-network-performance-for-storage-with-nvidia-spectrum-ethernet,"Originally published at:			https://developer.nvidia.com/blog/maximizing-network-performance-for-storage-with-nvidia-spectrum-ethernet/
NVIDIA accelerated Ethernet can remove performance bottlenecks, enabling maximum storage performance for applications in general, and AI/ML in particular.Powered by Discourse, best viewed with JavaScript enabled"
26,speech-ai-spotlight-how-pendulum-nabs-harmful-narratives-online,"Originally published at:			https://developer.nvidia.com/blog/speech-ai-spotlight-how-pendulum-nabs-harmful-narratives-online/
Over 55% of the global population uses social media, easily sharing online content with just one click. While connecting with others and consuming entertaining content, you can also spot harmful narratives posing real-life threats. That’s why VP of Engineering at Pendulum, Ammar Haris, wants his company’s AI to help clients to gain deeper insight into…Enjoyed writing this spotlight piece. I appreciate the work that Pendulum is doing to discover and call out harmful narratives, which will become even more important with the advent of text-based Generative AI.What are your thoughts on applying AI for good in other ways?Powered by Discourse, best viewed with JavaScript enabled"
27,gtc-2020-whats-new-with-nvidia-virtual-gpu-technology-march-2020,"GTC 2020 S21843
Presenters: Anne Hecht,NVIDIA; John Fanelli, NVIDIA
Abstract
NVIDIA virtual GPU (vGPU) technology transformed virtual desktop infrastructure by delivering a GPU-accelerated user experience. Innovations in NVIDIA vGPU technology enable IT to virtualize a GPU to be shared among multiple users, or enable a single user to harness the power of multiple GPUs in a virtual machine. We introduced a new way of GPU computing to virtualization and enabled increased data center efficiency when running multiple workloads. We’ll talk about the latest evolution in NVIDIA vGPU and the latest enhancements to NVIDIA vGPU software. Now you can access the power of an NVIDIA GPU from anyplace — from the data center, in the cloud, to any endpoint you choose. Learn how NVIDIA vGPU technology is accelerating data center workloads with reduced complexity and improved utilization, and find out how to select the right server and GPU configuration to suit your specific virtualization use case.Watch this session
Join in the conversation below.Powered by Discourse, best viewed with JavaScript enabled"
28,accelerating-machine-learning-on-a-linux-laptop-with-an-external-gpu,"Hi Dhruv:Our company (https://kfocus.org) is working with organizations like JPL and other big data users that have interest in eGPU.  We really appreciate your post and am very interested in pursuing providing solutions for them. However, it is not clear how to use the iGPU, dGPU, and eGPU concurrently - for example, use the dGPU for display and then the eGPU for blender rendering.  Might you have recommendations on resources for that?Any help would be greatly appreciated!Sincerely, MikeHi Druv: Is this something you can help with? Cheers, MikeHi @deppman
While there isn’t a turnkey solution to the iGPU+dGPU+eGPU problem, there are a couple of ways of going about creaing a solution.
You could set the iGPU to be the X screen renderer on battery and the dGPU to be the X screen renderer on AC. There are some tools within Ubuntu for this like gpu-manager/prime-select or you can use Offloading Graphics Display with RandR 1.4.When it comes to using the eGPU, you can use it either as a PRIME Render Offload device or a Compute device, depending on the task. PRIME Render Offload is meant for applications that require the X screen to be “rendered” on a different GPU for example Blender(an older alternative was Bumblebee). Compute is meant for CUDA/Accelerated Data Science tasks.For my machine, I’m using the eGPU as my primary X renderer as I don’t have a dGPU. For a laptop with an iGPU + dGPU + eGPU, I’d imagine that wouldn’t be the case, and if it is, then you can use “AllowExternalGpus” to use the eGPU as the primary X renderer. Otherwise, you could “Prime Render Offload” Blender to the eGPU/dGPU (depending on what is connected and what is the power source) and use the eGPU as a compute device otherwise if it is connected.In case you have both the dGPU and eGPU connected and can’t use Prime Render Offload, you’d have to rely on some other way of hiding the other GPU. A way that I’ve been using has been docker with the --gpus or NVIDIA_VISIBLE_DEVICES flag/envvar. Some other applications like OBS allow you select the GPU if you happen to have multiple GPUs in you system.Here are some links to relevant information:
http://us.download.nvidia.com/XFree86/Linux-x86_64/455.28/README/optimus.html
http://us.download.nvidia.com/XFree86/Linux-x86_64/455.28/README/randr14.html
http://us.download.nvidia.com/XFree86/Linux-x86_64/455.28/README/primerenderoffload.html
https://wiki.archlinux.org/index.php/bumblebeeThanks for the great tutorial. Is it possible to use two eGPUs as well?Hi Dsinga:Sorry for the delay, but I must have missed the notification. Thank you for all your help. We will follow up on your articles. For our customers’ purposes, the use of the eGPU as an add-on compute unit is the most common use and here the CoreX is working great, and we have been able to run dGPU + eGPU to run two separate GPGPU workloads concurrently. I will report back when we resume testing.  Thanks again!Sincerely, Mikegreat info here. I have a Razer laptop with Quadro5000RTX. I’m wondering if I get a CoreX with a Desktop Quadro 5000RTX, will I be able to use both at the same time (mobile Quadro5000+ eGPUDesktopQuadro5000) for my DL training in principle?Hi Dhruv,Really appreciate the detail your post goes into. I am however unclear about the following:Make sure that the NVIDIA GPU is detected by the system and a suitable driver is loaded:$ lspci | grep -i “nvidia”$ lsmod | grep -i “nvidia”The existing driver is most likely Nouveau, an open-source driver for NVIDIA GPUs. Because Nouveau doesn’t support eGPU setups, install the NVIDIA CUDA and NVIDIA drivers instead. You must also stop the kernel from loading Nouveau.
Get the latest version of the NVIDIA CUDA Toolkit for your distribution. For Ubuntu 20.04, this toolkit is available from the standard repository:$ sudo apt-get install nvidia-cuda-toolkitDoes this mean if lsmod | grep -i ""nvidia"" returns nothing that I need to install the NVIDIA drivers using sudo apt-get install nvidia-cuda-toolkit? It seems to me from your post that the drivers and cuda toolkit should all be installed using that command (unless installing the drivers is outside the scope of your post).However, when I check the dependencies of nvidia-cuda-tookit on Ubuntu 20.04 using apt, there are no nvidia-driver dependencies. Are the drivers contained in some of the libnvidia or nvidia-cuda packages?Thanks for your time.EDIT: installed nvidia-cuda-toolkit and confirmed that the drivers are not installed. Thus the installation of CUDA and drivers is likely outside of the scope of this post.Sure! As long as you have enough PCIe lanes provided by your CPU+motherboard to your Thunderbolt ports(check with your laptop/NUC manufacturer or see if they have a engineering diagram for it) you can run 2 eGPUs. Use nvidia-settings to configure your displays and NVIDIA GPUsYes, if you’re trying to use your laptop dGPU or iGP to drive the display don’t add the “AllowExternalGpus” “True” to the 10-nvidia.conf xorg config file since that makes it so that the eGPU drives Xorg and thus the displays. Most machines also support connecting an eGPU after boot(although disconnecting while booted can cause Xorg to crash or a kernel panic).
The Desktop Quadro 5000 would show up as another GPU in your system along with your mobile Quadro 5000. Then you’d have to structure your code to leverage multi-GPU through layer or model parallelism. That said, you might find a difference in the bandwidth between your eGPU and dGPU, so in order to get the best training performance you should profile to see if you’re bandwidth bound for the eGPU and if you are, have different batch sizes based on the ability of the GPU to iterate through it.lsmod returns a list of modules loaded by the Linux kernel. If the $lspci | grep -i “nvidia” command shows that there is a NVIDIA GPU connected to the PCI bus, and $lsmod | grep -i “nvidia” returns nothing, you either don’t have the NVIDIA driver installed, or there’s something wrong with the driver installation that doesn’t allow the kernel to load it which is very unlikely. Regarding nvidia-cuda-toolkit providing drivers, it should provide you with NVIDIA driver. Once you install nvidia-cuda-toolkit, what’s the output of $nvidia-smi and $lsmod | gpre -i “nvidia”. It might be that nvidia-cuda-toolkit installed the driver but didn’t add the location of the nvidia-smi binary to PATH.So I have to be honest here and say that this isnt the right method for my system. I found as long as I enabled thunderbolt I could see both the GPU in my laptop and I could also use the eGPU be recognized for CUDA. The minute I added in the comment on “AllowExternalGpus” “True” in Grub, I lost the ability to use the HDMI input form my eGPU. This command would show up in my display setting as a second display but my mouse wouldnt move anywhere. In the end I went back to level 3 and my external monitor coming from the eGPU showed up without this command. the nvidia-smi command was showing it before hand. So I am not sure this should be kept around as an instruction…What does the command actually do? It doesnt really make sense to me. If you have a thunderbolt and you check the nvidia-smi showing both are connected. I think the blog should give a pre warning at the point of the section saying try. When I did this I know cant get my second monitor to get picked up even though it worked just before these changes. So a little annoyed… to say the least…Probably best to stick in a bit clearer that in your case (which you mention but should be clearer) that your set up is with a laptop without a gpu?edit:
As a warning,  this appears to basically wipe all the setting that nvidia run automatically such as turning off nouveau. Now having turned it off, the grub loads on the egpu hdmi but is shut down as soon as it boots to a gui.2nd time… after 30 mins of trying i just swapped the hdmi to my native laptop gpu and it seems to be working fine. At leats the egpu is free for other stuff and cuda 11.0 can see it with nvcc…Spent hours trying to get an eGPU to work with my laptop.  No dice.  Just a complete and total nightmare and frankly not worth spending days-to-weeks battling with poorly written software and random chipsets that may or may not work. LINUX has a long way to go in the eGPU area. Until someone makes a completely straight-forward, “drivers included with enclosure” system (like winblows) for LINUX (Ubuntu), an eGPU is a really mixed bag.  Distro, enclosure, drivers, chipsets, cards, laptops models => all can have a major effect on the ability to make this work.Not sure if this is a mistake or just something that varies between systems, but this didn’t work for me until I changed “Option “AllowExternalGpus” “True”” to “Option “AllowExternalGpus” “true””. Took me a while to locate the issue so I thought I’d try and save someone else the hassle!Thanks! Looking at xorg.conf, it looks like any of 1 , on , true , yes would be accepted as the boolean True when encased in quotation marks.Fun fact, the massively oversized PCI BAR on the Tesla K80 doesn’t play well with Thunderbolt 3 eGPU solutions.  I haven’t found a documented limitation in Thunderbolt 3, but it “doesn’t work anywhere I try it” lol.I fixed this; turns out it wasn’t me, but rather the PCI board that SONNET Breakaway Box 750 now uses is not LINUX compliant.  This was disappointing as SONNET was one of the eGPU enclosure manufacturers that were producing good quality compatible hardware.  Now they just produce Windows only (read you need a hacky driver) hardware.  Tried again with a Razer Core X eGPU enclosure and a MSI RTX 3060Ti 3x OC Ventus card.  Works like a charm!  The Razer Core series is fully compliant. I would really, really like to see hot-plug work at some time, but I gather the window manager Wayland is almost there (on Ubuntu).Hi @dsingalNV,Thanks for the informative post.! I have some difficulty with the setup though.I use a Sonic breakaway box 550 with a desktop 3070 RTX card attached to it. The laptop that I use has a 3050 Ti internal card. My application requires computing to be done on the egpu, while the xserver and all renders need to run on the internal 3050 Ti card.I use ubuntu 20.04 and installed the correct nvidia drivers. nvidia-smi only shows the internal graphics card and not the graphics card connected through thunderbolt. But lspci shows both cards and boltctl shows the correct thunder bolt device connected.  As I understand it, since I don’t want X to run on the eGPU, I don’t really have to change any xconfig files. I’m not sure what else to do.I don’t know why nvidia-smi doesn’t identify the eGPU. Can you help me out?Cheers,
VarunHi, Dhruv.I recently tried a configuration of a host with Thunderbolt 4 connected to a Thunderbolt 4 hub that is connected to three Thunderbolt-to-PCIe enclosures which each contain
a GTX 1060.Each GTX 1060 enumerated in Windows 11 22H2 and Ubuntu 22.04 (5.15-60) with current Nvidia drivers ( as of 2023-04-06).What a pleasant surprise!I used a parallel test case in MATLAB to confirm all GPUs were utilized.I do not know if this configuration works in general with other computer models, Thunderbolt devices and Nvidia GPU models.I work at a company that makes Thunderbolt devices.Could we get in touch to share notes?   Or could you introduce me to a colleague involved with product compatibility testing?You said,The existing driver is most likely Nouveau, an open-source driver for NVIDIA GPUs. Because Nouveau doesn’t support eGPU setups, install the NVIDIA CUDA and NVIDIA drivers instead. You must also stop the kernel from loading Nouveau.but no commands were provided to install the required driver for egpu and disable Nouveau@ramkumarkoppu you do not need to disable nouveau manually when installing the NVIDIA driver through apt-get. If you use the runfile method you will have to blacklist the nouveau kernel module through:
$ cat /etc/modprobe.d/blacklist-nvidia-nouveau.conf
blacklist nouveau
options nouveau modeset=0
That said, Ubuntu 22.04 and later ship with the NVIDIA driver which will be loaded by default instead of Nouveau.
And I would recommend GitHub - hertg/egpu-switcher: 🖥🐧 Setup script for eGPUs in Linux (X.Org) for switching between GPUs on a hybrid device going forward.Powered by Discourse, best viewed with JavaScript enabled"
29,leverage-deep-learning-in-scala-with-gpus-on-amazon-emr,"Originally published at:			https://developer.nvidia.com/blog/leverage-deep-learning-in-scala-with-gpus-on-amazon-emr/
With the growing interest in deep learning (DL), more and more users are using DL in production environments. Because DL requires intensive computational power, developers are leveraging GPUs to do their training and inference jobs. Recently, as part of a major Apache Spark initiative to better unify DL and data processing on Spark, GPUs became…Powered by Discourse, best viewed with JavaScript enabled"
30,running-an-ultrasound-multi-ai-pipeline-from-icardio-ai-in-real-time-with-nvidia-holoscan,"Originally published at:			https://developer.nvidia.com/blog/running-an-ultrasound-multi-ai-pipeline-from-icardio-ai-in-real-time-with-nvidia-clara-holoscan/
Discover how NVIDIA Inception member iCardio.ai leverages NVIDIA Clara Holoscan to run their multi-AI pipelines in real time, increasing the accuracy of cardiovascular diagnoses.Powered by Discourse, best viewed with JavaScript enabled"
31,learning-to-rank-with-xgboost-and-gpu,"Originally published at:			Learning to Rank with XGBoost and GPU | NVIDIA Technical Blog
XGBoost is a widely used machine learning library, which uses gradient boosting techniques to incrementally build a better model during the training phase by combining multiple weak models. Weak models are generated by computing the gradient descent using an objective function. The model thus built is then used for prediction in a future inference phase.…Powered by Discourse, best viewed with JavaScript enabled"
32,high-school-student-uses-ai-to-detect-gravitational-waves,"Originally published at:			High School Student Uses AI to Detect Gravitational Waves | NVIDIA Technical Blog
Before he could legally drive, high school student Adam Rebei was already submitting jobs on the Blue Waters supercomputer at the National Center for Supercomputing Applications at the University of Illinois at Urbana-Champaign (NCSA) to run complex simulations of black holes. “My first time using Blue Waters, we did a tour first and got to see the computer, which…Powered by Discourse, best viewed with JavaScript enabled"
33,inception-spotlight-mapillary-introduces-street-level-dataset-for-lifelong-place-recognition,"Originally published at:			Inception Spotlight: Mapillary Introduces Street-Level Dataset for Lifelong Place Recognition | NVIDIA Technical Blog
Sweden-based Mapillary, a premier member of NVIDIA Inception, uses deep learning to automate mapping. Their platform provides street-level mapping by stitching together images sourced from its community of individual contributors, companies, and governments. NVIDIA Inception is a startup accelerator. Yesterday, the company announced the release of a new product, the Mapillary Street-Level Sequences dataset, a…Powered by Discourse, best viewed with JavaScript enabled"
34,improving-biomolecular-design-with-gpu-accelerated-supercomputers,"Originally published at:			https://developer.nvidia.com/blog/improving-biomolecular-design-with-gpu-accelerated-supercomputers/
For the first time ever, chemists from the University of California, San Diego designed a two-dimensional protein crystal simulation that toggles between states of varying porosity and density. The research could help scientists create new materials for water purification, renewable energy, breakthroughs in medicine, drug development, and many more possible applications. The work of combining…Powered by Discourse, best viewed with JavaScript enabled"
35,advancing-ai-sports-analytics-through-the-data-driven-sky-engine-ai-platform-and-nvidia-rtx,"Originally published at:			https://developer.nvidia.com/blog/advancing-ai-sports-analytics-through-the-data-driven-sky-engine-ai-platform-and-rtx/
Learn how SKY ENGINE AI simulates rugby games to generate synthetic data to train sports analytics AI models.Powered by Discourse, best viewed with JavaScript enabled"
36,openseq2seq-new-toolkit-for-distributed-and-mixed-precision-training-of-sequence-to-sequence-models,"Originally published at:			OpenSeq2Seq: New Toolkit for Distributed and Mixed-Precision Training of Sequence-to-Sequence Models | NVIDIA Technical Blog
Researchers at NVIDIA open-sourced v0.2 of OpenSeq2Seq – a new toolkit built on top of TensorFlow for training sequence-to-sequence models. OpenSeq2Seq provides researchers with optimized implementation of various sequence-to-sequence models commonly used for applications such as machine translation and speech recognition. OpenSeq2Seq is performance optimized for mixed-precision training using Tensor Cores on NVIDIA Volta GPUs. With…Powered by Discourse, best viewed with JavaScript enabled"
37,new-pgi-community-edition-now-available,"Originally published at:			https://developer.nvidia.com/blog/new-pgi-community-edition-now-available/
PGI Compilers & Tools are used by scientists and engineers developing applications for high-performance computing (HPC). PGI products deliver world-class multicore CPU performance, an easy on-ramp to GPU computing with OpenACC directives, and performance portability across all major HPC platforms. Version 17.10 is available now for users with current PGI Professional support. The free PGI…Powered by Discourse, best viewed with JavaScript enabled"
38,accelerating-ai-inference-workloads-with-nvidia-a30-gpu,"Originally published at:			https://developer.nvidia.com/blog/accelerating-ai-inference-workloads-with-nvidia-a30-gpu/
A30 enables researchers, engineers, and data scientists to deliver real-world results and deploy solutions into production at scale.This is the first blog of the A30 blog series, the next blog will show you how to use MIG on A30!Powered by Discourse, best viewed with JavaScript enabled"
39,understanding-and-measuring-pc-latency,"Originally published at:			https://developer.nvidia.com/blog/understanding-and-measuring-pc-latency/
Learn about PC Latency and how to leverage PCL Stats to accurately track, measure, and improve the latency within your rendering pipeline.Powered by Discourse, best viewed with JavaScript enabled"
40,stop-modern-security-attacks-in-real-time-with-aria-cybersecurity-and-nvidia,"Originally published at:			https://developer.nvidia.com/blog/stop-modern-security-attacks-in-real-time-with-aria-cybersecurity-and-nvidia/
The newly announced ARIA Zero Trust Gateway uses NVIDIA BlueField DPUs to provide a sophisticated cybersecurity solution.Powered by Discourse, best viewed with JavaScript enabled"
41,explainer-what-is-a-smartnic,"Originally published at:			What Is a SmartNIC? | NVIDIA Blog
A SmartNIC is a programmable accelerator that makes data center networking, security and storage efficient and flexible.Powered by Discourse, best viewed with JavaScript enabled"
42,flavorgraph-serves-up-food-pairings-with-ai-molecular-science,"Originally published at:			FlavorGraph Serves Up Food Pairings with AI, Molecular Science | NVIDIA Technical Blog
A new ingredient mapping tool by Sony AI and Korea University uses molecular science and recipe data to predict how two ingredients will pair together.Powered by Discourse, best viewed with JavaScript enabled"
43,upcoming-webinar-edge-ai-and-robotics-solutions-with-nvidia,"Originally published at:			https://developer.nvidia.com/blog/upcoming-webinar-edge-ai-and-robotics-solutions-with-nvidia/
Powered by Discourse, best viewed with JavaScript enabled"
