,query,data
191,nvidia-flare-limitations-and-potentials,"I am interested in understanding the limitations of Nvidia Flare. I’m aware that it supports several frameworks, such as PyTorch, TensorFlow, Numpy, or MONAI. I am wondering if any model built using these frameworks would be able to function in a federated manner. Is there a particular subset of models that would be better suited for use in this platform?Moreover, I relatively sure that I can construct models such as neural networks, logistic regression, linear regression, support vector machines, k-means, XGBoost, and random forests using Nvidia Flare. However, I am curious about the feasibility of implementing other models, such as Naive Bayes, decision trees, and gradient boosting. Would these models also be compatible with Nvidia Flare?Thanks in advance!Powered by Discourse, best viewed with JavaScript enabled"
192,trt-repeated-layer-name-stage2-split-1-layers-must-have-distinct-names,"Hi,tf → onnx → trt, it’s ok when I use tensorrt_7.0.0.11 with FP32 mode, but something wrong with int8 calibration:[TensorRT] INTERNAL ERROR: Assertion failed: d.nbDims >= 1To solve the problem, I try the tensorrt_7.1.3 with FP32, the same code/onnx file :   ./trtexec --onnx=./test.onnx, however:[TRT] Repeated layer name: stage2/split_1 (layers must have distinct names)I check the onnx, but all split_xx node with different names, not repeated, and tensorrt_7.0.0.11 with FP32 mode is ok, no error!the test.onnx is converted by tf2onnx, I  test the other onnx file (from pytorch), TensorRT-7.1.3.4 runs successfully.Finally, I replace the  TensorRT-7.1.3.4/lib/libnvonnxparser.so.7.1.xxx with TensorRT-7.0.0.11/lib/libnvonnxparser.so.7.0.xxx, everything works —FP32/16 and int8 calib.this is confusing!TensorRT Version: 7.1.3
GPU Type: T4
Nvidia Driver Version: 440.82
CUDA Version: 10.2
CUDNN Version: 8.0
Operating System + Version: centos7
Python Version (if applicable): 3.6.4
TensorFlow Version (if applicable): 1.14Hi @1269745339
Can you share your onnx model and the script so that i can assist you better.I replaced libnvonnxparser.so.7.1.3 with libnvonnxparser.so.7.1.0 which was built with the latest(2020/9/2) onnx-tensorrt code, then it worked.Hi @chienkan
It seems I have a very similar problem: layers must have distinct namesMay I asked how you changed the version of the onnx parser?Just build libnvonnxparser.so.7.1.3 with the open source code:
Releases · onnx/onnx-tensorrt (github.com)Powered by Discourse, best viewed with JavaScript enabled"
193,error-code-1-internal-error-error-weights-of-same-values-but-of-different-types-are-used-in-the-network,"I’m trying to convert a Pytorch model to onnx then convert it to a tensorRT engine using trtexec and got the following errorHere’s the full output:Device: Orin AGX
Dockerfile Content:Link to .onnx fileDownload the .onnx file & Run the command below in terminal
RetinaNet_(1, 3, 1080, 1440)_15.log (5.4 KB)Hi,
Request you to share the ONNX model and the script if not shared already so that we can assist you better.
Alongside you can try few things:This NVIDIA TensorRT 8.6.0 Early Access (EA) Quick Start Guide is a starting point for developers who want to try out TensorRT SDK; specifically, this document demonstrates how to quickly construct an application to run inference on a TensorRT...import sys
import onnx
filename = yourONNXmodel
model = onnx.load(filename)
onnx.checker.check_model(model).
2) Try running your model with trtexec command.master/samples/trtexecNVIDIA® TensorRT™, an SDK for high-performance deep learning inference, includes a deep learning inference optimizer and runtime that delivers low latency and high throughput for inference applicat...
In case you are still facing issue, request you to share the trtexec “”–verbose"""" log for further debugging
Thanks!The ONNX model is in the shared link. Can’t upload due to file size.Were you ever able to resolve this?Hi,Please try on the latest TensorRT version 8.6.1, and let us know if you still face the same issue.Thank you.Powered by Discourse, best viewed with JavaScript enabled"
194,onnx-to-tensorrt-conversion,"The issue I am facing is that when I try to convert one ONNX file, named “AP.onnx,” it is successfully converted to TensorRT format. However, when I attempt to convert another RGB.onnx file, the conversion process fails.To address the issue, I have attached both the RGB.onnx file, AP.onnx,and attached error message as error.txt at the end.
The error says that fp16 is not configured in the builderTensorRT Version: 8.4.1
GPU Type: NVIDIA GeForce RTX 3050
Nvidia Driver Version: 532.03
CUDA Version: 11.7
CUDNN Version: 8.5
Operating System + Version: Ubuntu 20.04 in wsl2 on windows 11
Python Version (if applicable): 3.8.10
Error.txt (726 Bytes)
test.py (2.2 KB)AP.onnx (1.3 MB)
RGB_9d9bb888-6342-466a-8705-cf3e7e99677e_2021-07-08_21-37-00.onnx (12.9 MB)Hi,We recommend you to use the latest TensorRT version 8.6.
Using the latest version, we could successfully build the engine.Thank you.Powered by Discourse, best viewed with JavaScript enabled"
195,fatal-error-nvinfer-h-no-such-file-or-directory,"I’m trying to run setup.py from torch2trt folder for trt_pose model.
I’m  on a Tesla V100 GPU azure cloud instance and I’m getting the error "" fatal error: NvInfer.h: No such file or directory"" when I try to run the setup.py file using command “python3 setup.py install --plugins”.
Can someone please help with what I am missing in the process.Please note: I currently don’t have a jetson device and and have not installed jetpack jdk.TensorRT Version:  8.5.3.1
GPU Type:   Tesla V100
Nvidia Driver Version:  520.61.05
CUDA Version:   11.8
CUDNN Version:  8.9.0
Operating System + Version: Linux Ubuntu 18.04
Python Version (if applicable):  3.6Refer following link:I follow the step ""Compiling the Project""  but get
~/jetson-inference/build$ ma…ke
[  2%] Building CXX object CMakeFiles/jetson-inference.dir/segNet.cpp.o
In file included from /home/jacob/jetson-inference/segNet.h:27:0,
                 from /home/jacob/jetson-inference/segNet.cpp:23:
/home/jacob/jetson-inference/tensorNet.h:27:21: fatal error: NvInfer.h: No such file or directory
 #include ""NvInfer.h""
                     ^
compilation terminated.
CMakeFiles/jetson-inference.dir/build.make:1409: recipe for target 'CMakeFiles/jetson-inference.dir/segNet.cpp.o' failed
make[2]: *** [CMakeFiles/jetson-inference.dir/segNet.cpp.o] Error 1
CMakeFiles/Makefile2:67: recipe for target 'CMakeFiles/jetson-inference.dir/all' failed
make[1]: *** [CMakeFiles/jetson-inference.dir/all] Error 2
Makefile:127: recipe for target 'all' failed
make: *** [all] Error 2

I have tried to download TensorRT 5 again but does not solve the problem.  I search the system and do not find NvInfer.h

JacobAnd verify if you define a proper tensorrt path.BTW, JetPack is for Jetson series products, not V100.Moving to TensorRT forum for better support, thanks.I’ve installed tensorrt using the tar file installation method and I’ve added the /lib path to LD_LIBRARY_PATH environment variable before running the setup fileI’ve followed the exact steps as mentioned in the below link for tar installation methodThis NVIDIA TensorRT 8.6.1 Installation Guide provides the installation requirements, a list of what is included in the TensorRT package, and step-by-step instructions for installing TensorRT.Hi.For those who are facing the problem, please try out the below link. That is what worked for me.Dear all,

I manage to install TensorRT using a tar file by referring to the […official NVIDIA site](https://docs.nvidia.com/deeplearning/tensorrt/install-guide/index.html#installing-tar) and try to install the torch2trt with plugins by referring to the [official torch2trt github](https://github.com/NVIDIA-AI-IOT/torch2trt).
I installed the torch2trt installation without plugins without any problems.
However, I fail to install the torch2trt with plugins. To be more specific, I'm having a problem with a Nvinfer.h.
I think the Nvinfer.h is not existed in my machine.

I installed below packages such as GPU driver, CUDA toolkit, cuDNN and TensorRT by referring to the [DL installation](https://github.com/vujadeyoon/DL-UbuntuMATE18.04LTS-Installation) and [TensorRT-Torch2TRT](https://github.com/vujadeyoon/TensorRT-Torch2TRT).
My machine environments are as follows:

- Operating System (OS): Ubuntu MATE 18.04.3 LTS (Bionic)
- Graphics Processing Unit (GPU): NVIDIA TITAN RTX, 4ea- 
- GPU driver: Nvidia-440.100
- CUDA toolkit: 10.1 (default), 10.2
- cuDNN: cuDNN v7.6.5
- PyTorch: 1.3.0
- TensorRT: 7.0.0.11
- torch2trt: 0.1.0

The debug information is as below when installing the torch2trt with plugins. In other words I run the command, sudo python setup.py install --plugins.

```bash
running install
running bdist_egg
running egg_info
writing torch2trt.egg-info/PKG-INFO
writing dependency_links to torch2trt.egg-info/dependency_links.txt
writing top-level names to torch2trt.egg-info/top_level.txt
reading manifest file 'torch2trt.egg-info/SOURCES.txt'
writing manifest file 'torch2trt.egg-info/SOURCES.txt'
installing library code to build/bdist.linux-x86_64/egg
running install_lib
running build_py
running build_ext
building 'plugins' extension
x86_64-linux-gnu-gcc -pthread -DNDEBUG -g -fwrapv -O2 -Wall -g -fstack-protector-strong -Wformat -Werror=format-security -Wdate-time -D_FORTIFY_SOURCE=2 -fPIC -I/usr/include/aarch64-linux-gnu -I/home/vujadeyoon/.local/lib/python3.6/site-packages/torch/include -I/home/vujadeyoon/.local/lib/python3.6/site-packages/torch/include/torch/csrc/api/include -I/home/vujadeyoon/.local/lib/python3.6/site-packages/torch/include/TH -I/home/vujadeyoon/.local/lib/python3.6/site-packages/torch/include/THC -I/usr/local/cuda/include -I/usr/include/python3.6m -c torch2trt/plugins/interpolate.cpp -o build/temp.linux-x86_64-3.6/torch2trt/plugins/interpolate.o -DUSE_DEPRECATED_INTLIST -DTORCH_API_INCLUDE_EXTENSION_H -DTORCH_EXTENSION_NAME=plugins -D_GLIBCXX_USE_CXX11_ABI=0 -std=c++11
torch2trt/plugins/interpolate.cpp:6:10: fatal error: NvInfer.h: No such file or directory
 #include <NvInfer.h>
          ^~~~~~~~~~~
compilation terminated.
error: command 'x86_64-linux-gnu-gcc' failed with exit status 1
```

My questions are below:
1. How to install the torch2trt with plugins.
2. Could not the Nvinfer.h be installed when installing TensorRT using a tar file?
3. Please give me any other advice. If you have succeeded in installing the torch2trt with plugins, please give your way for the installation.

Best regards,
VujadeyoonPowered by Discourse, best viewed with JavaScript enabled"
196,tritonserver-segmentation-fault-when-running-diarization-on-long-audio-1h,"Please provide the following information when requesting support.Hardware - NVIDIA GeForce RTX 2080
Operating System - WSL with Ubuntu 20.04
Riva Version - 2.10How to reproduce the issue ? (This is for errors. Please share the command and the detailed log here)I tried to run asr + diarization on long audio (1 hour long) and the triton server crashed.
I used a finetuned model based on Conformer and I also tried with Citrinet_1024.
The asr task works fine with both model on the long audio. The diarization succeed on short audio.Here are the logs + config file :
config.sh (12.7 KB)
logs.txt (117.6 KB)Hi @mel.adlThanks for your interest in RivaThanks for sharing the logs,The Segmentation fault seems related to GPU and its UsageCare must be taken to not exceed the memory available when selecting models to deploy. 16+ GB VRAM is recommended.Please refer
https://docs.nvidia.com/deeplearning/riva/user-guide/docs/support-matrix.html#data-centerThanksHi @rvinobha and thank you for your help.In the meanwhile, I’ve switched to a RTX 3080 and I still encounter the same trouble.Powered by Discourse, best viewed with JavaScript enabled"
197,cuda-version-conumdrum-pytorch-tensorflow-and-transformers,"Hello,Transformers relies on Pytorch, Tensorflow or Flax. I typically use the first.In any case, the latest versions of Pytorch and Tensorflow are, at the time of this writing, compatible with Cuda 11.8.Lucky me, for Cuda 11.8 is supposed to be the first version to support the RTX 4090 cards.Well, not fully, apparently:I believe the 4090 to be an Ada Lovelace, not a Hopper.Will the fact that the card is not correctly identified by Cuda have any effect in resource utilisation and/or performance?Is there anything we could do about that?Does anyone know if Torch works with a more recent Cuda? Or can the MapSMtoCores and MapSMtoArchName variables be somehow hard-coded? Or is this completely irrelevant?Best,EdFor Pytorch, the nightly version is compatible with Cuda 12.1, which fully supports the card and simplifies things considerably.Powered by Discourse, best viewed with JavaScript enabled"
198,riva-2-9-0-nmt-does-not-produce-translated-output,"Please provide the following information when requesting support.
Hardware - Nvidia A100
Hardware - AMD EPYC 7413
Operating System - Ubuntu 20.04.5
Riva Version - 2.9.0
TLT Version - N/a
How to reproduce the issue ? (This is for errors. Please share the command and the detailed log here)python function, that does not produce error or output:Attached are docker logs for riva. At the end of the file you can see that I tried twice with en → ru, and once with en → es. Both produced this error in docker logs and returned nothing to my python script.docker_riva_logs.txt (52.5 KB)Hi @armstrongsam25Thanks for your interest in RivaWe will try to try this from our end, can you kindly share your config.sh usedThanksconfig.sh (12.8 KB)@rvinobha sorry, didn’t reply to your comment or @ you. My bad.Hi @armstrongsam25Apologies for the delayFound the Cause if the problem
the text (even if a single sentence must be provided as a list)I also faced the same issue when I passes the text as string,  it returned empty response and attribute error in riva-speech logsPassing text as list will resolve the issue and provide transcriptresp = nmt_service.translate(text, model=model, source_language=""en-US"", target_language=target_lang)i.e first param text needs to be of type listPlease try and let me know if it worksThanks for your patiencePowered by Discourse, best viewed with JavaScript enabled"
199,megatron-gpt-p-tuning,"Hi,I am trying out p-tuning for megatron model. For my task, I finetuned a model on two classes.However, if a text is passed to the model which doesn’t relate to the two categories, the prediction is still generated, classifying the text to either of them. I was wondering if there is a way to know the confidence or some score to discard the result in that case?Any help on this please??I would recommend tuning the models on 3 classes instead: class A, class B and third one - “neither A nor B”. Since you already have examples for A and B, gathering examples for “neither A nor B” should be easyHi,I am trying out p-tuning for megatron model. For my task, I finetuned a model on two classes.However, if a text is passed to the model which doesn’t relate to the two categories, the prediction is still generated, classifying the text to either of them. I was wondering if there is a way to know the confidence or some score to discard the result in that case?Yes, it is possible to get a confidence score or probability for the predictions made by your fine-tuned Megatron model. Many machine learning models, including transformer models like Megatron, include a predict_proba() method which can be used to get the probability or confidence score for each of the classes the model is able to predict.For example, if you are using a fine-tuned Megatron model to classify texts into two categories, you could use the predict_proba() method to get a probability score for each of the two categories. If the probability score for one of the categories is very low, it may indicate that the model is not confident in its prediction for that text and you may want to discard the prediction.Keep in mind that the confidence scores or probabilities generated by the predict_proba() method should be used with caution and may not always be reliable. The accuracy and reliability of the probabilities generated by the method will depend on the quality and diversity of the training data used to fine-tune the model, as well as the complexity of the task and the limitations of the model itself.Hi,I am trying out p-tuning for megatron model. For my task, I finetuned a model on two classes.However, if a text is passed to the model which doesn’t relate to the two categories, the prediction is still generated, classifying the text to either of them. I was wondering if there is a way to know the confidence or some score to discard the result in that case?When using a fine-tuned model, it’s possible for the model to generate predictions even for inputs that are unrelated to the trained categories. To access the confidence or score associated with these predictions, you can utilize the probability values assigned to each class by the model. By examining these probabilities, you can set a threshold value to determine when to discard the results. For instance, if the highest probability for a prediction is below a certain threshold, you can consider it as an indication of low confidence and choose to discard the result.Powered by Discourse, best viewed with JavaScript enabled"
200,cudnnactivationforward-doesnt-work-with-cudnn-activation-identity,"As the title says.cudnnSetActivationDescriptor(desc, CUDNN_ACTIVATION_IDENTITY, CUDNN_NOT_PROPAGATE_NAN, 0.0f);This causes cudnnActivationForward to return Bad Param.  Oddly enough, it you used cudnnConvolutionBiasActivationForward() it worked fine.Please fix or explain why.  Thanks,
-ChrisEDIT:  Messing around, I’m noticing a lot of differences between cudnnActivationForward and cudnnConvolutionBiasActivationForward.  Why is cuDNN such a mess?Hi @ezbDoubleZero ,
Can you please share the logs with us so we can help better.
Also cudnnActivationForward and cudnnConvolutionBiasActivationForward(API Reference - NVIDIA Docs) are explained here for your reference.ThanksthanksPowered by Discourse, best viewed with JavaScript enabled"
201,a100-performance,"Hello hope your day is going well.We’ve been stress testing 3 new nodes that have 4x A100 GPUs and have some questions about power utilization and the effects on our A100 GPUs. We seem to be hitting 100% utilization (per nvidia-smi monitoring) regardless of the circumstances I describe below, but I’m hoping to verify we’re not jeopardizing card performance.
The power utilization for each card seems to drop when the card hits 84 degrees C – understood that this may be some sort thermal limit, but I just wanted to make sure I understood the ramifications?
We checked and monitored inlet air temps in the datacenter when this was happening and confirmed that source air was actually cooler when the cards were pegged at 84C.Any help is much appreciated!Powered by Discourse, best viewed with JavaScript enabled"
202,could-not-find-any-supported-formats-consistent-with-input-output-data-types,"Try to test “CustomSkipLayerNormPluginDynamic” for int8. I can build the engine for fp16/32, but will get [PluginV2DynamicExt]: could not find any supported formats consistent with input/output data types for int8docker image: tensorrt-ubuntu20.04-cuda12.0:latestGPU Type: A30Please attach or include links to any models, data, files, or scripts necessary to reproduce your issue. (Github repo, Google Drive, Dropbox, etc.)LogCode:Hi,
Please refer to below links related custom plugin implementation and sample:This Samples Support Guide provides an overview of all the supported NVIDIA TensorRT 8.6.0 Early Access (EA) samples included on GitHub and in the product package. The TensorRT samples specifically help in areas such as recommenders, machine...TensorRT is an SDK for high performance, deep learning inference. It includes a deep learning inference optimizer and a runtime that delivers low latency and high throughput for deep learning…While IPluginV2 and IPluginV2Ext interfaces are still supported for backward compatibility with TensorRT 5.1 and 6.0.x respectively, however, we recommend that you write new plugins or refactor existing ones to target the IPluginV2DynamicExt or IPluginV2IOExt interfaces instead.Thanks!Powered by Discourse, best viewed with JavaScript enabled"
203,riva-faces-difficulty-in-encoding-a-specific-word,"Hardware - GPU (T4)
Hardware - CPU (n1-standard-4)
Operating System - Linux
Riva Version - 2.8.1
TLT Version (if relevant)
How to reproduce the issue ? (This is for errors. Please share the command and the detailed log here)Currently we are using Riva ASR to infer our audios. I attempted to enhance specific words using the method outlined in this article:
https://docs.nvidia.com/deeplearning/riva/user-guide/docs/tutorials/asr-python-advanced-wordboosting.html#asr-inference-with-word-boostingI provided a word list to enhance the ASR transcription for specific words, which worked successfully for all words except one: ডিপিএসের. Unfortunately, an error was encountered during the process, displaying the following message:
E0531 07:38:56.434091 91 ctc-decoder.cc:328] Inference failed in ASR decoder: Unable to encode the word ডিপিএসেরIt is important to note that no errors occur when using the base word ডিপিএস, but the error arises when attempting to use ডিপিএসের. I tried using this word by normalizing with NFKC, NFKD, NFD. But none of these approaches resolved the issue.I would greatly appreciate receiving your insights and responses on this matter. Thank you.Powered by Discourse, best viewed with JavaScript enabled"
204,how-to-set-nvcvimage-members-when-the-pixelformat-is-yuv420p,"Hi,I want to  call NvCVImage_Transfer to transfer from YUV420P to NVCV_RGBA, I known that one YUV420P pix use 1 + 0.25 + 0.25 bytes , it likes the the following three members can only be set to integers：So how to set the values?Please Help, thanks.upPowered by Discourse, best viewed with JavaScript enabled"
205,riva-asr-issue-on-transcribing-demo-audio,"Please provide the following information when requesting support.Hardware - GPU Tesla P100
Hardware - CPU  Intel(R) Xeon(R) CPU @ 2.30GHz
Operating System Debian GNU/Linux 11
Riva Version v 2.10.0
How to reproduce the issue ? (This is for errors. Please share the command and the detailed log here)I follow the Riva Quick Start Guide to deploy the ASR models on the sever. When running “Offline recognition for English”, the issue, as shown in the attached snapshot, pops up.  All previous steps are executed without error.Specific configs in the Riva server config.sh file areCould you please troubleshoot the issue?
Screenshot 2023-04-19 at 4.13.43 PM1524×886 68.8 KB
Hi @xin.zhang3Thanks for your interest in RivaI will reproduce from my end and check this further with the team,request to kindly provideThanksHi there,Thanks for the quick response!I have attached 3 files below as requested. Can you please take a look?asr-basics.ipynb (192.2 KB)
config.sh (12.6 KB)
log1.txt (22.3 KB)Hi @rvinobhaAll required files have been uploaded. Could you please take a look?Thanks!Powered by Discourse, best viewed with JavaScript enabled"
206,ram-usage-doesnt-go-down-for-asr-could-it-be-because-of-tritons-requests-cache-if-so-why-dont-the-metrics-reflect-that,"Please provide the following information when requesting support.Hardware - GPU (T4)
Operating System - Container-Optimized OS with containerd (cos_containerd) (on a k8s cluster)
Riva Version 2.8.1I’m experimenting with a deployment on a K8s cluster, using Helm charts. I’m only using a subset of the models, and when they’re loaded and Triton starts, the RAM (not vRAM) usage sits at around 5.8GBAfter I send requests for offline ASR, the RAM usage spikes, then goes down, then it hits a plateau of about 8.8 GB, and doesn’t go down back to 5.8GBThe following image shows the Triton metric for RAM consumption nv_cpu_memory_used_bytes and shows the RAM spike, then plateau at 8.8GB
Hi @hkhairyThanks for your interest in RivaI will check regarding this query with the Riva Team and get backThanksI have noticed the same thing.  riva_server never gets killed.  I am calling for an end() and it never kills the process.Powered by Discourse, best viewed with JavaScript enabled"
207,does-tensorrt-support-geforce-and-quadro-boards,"Hi all,
I want to use TensorRT tool to optimize the inference of my algorithm.
I have two PC and each of them has an Nvidia board (PCI):
1-  NVIDIA GP 104 (GeForce GTX 1070)
2-  NVIDIA GM 206 GL (Quadro M2000)
Does TensorRT support these boards?
Thank you.Hi ,
We recommend you to check the supported features from the below link.These support matrices provide a look into the supported platforms, features, and hardware capabilities of the NVIDIA TensorRT 8.6.0 Early Access (EA) APIs, parsers, and layers.
You can refer below link for all the supported operators list.
For unsupported operators, you need to create a custom plugin to support the operationThanks!Powered by Discourse, best viewed with JavaScript enabled"
208,problems-running-unet-industrial-inference,"I am running the notebook example of training and test UNet Industrial on DAGM dataset provided at DeepLearningExamples/blob/master/TensorFlow/Segmentation/UNet_Industrial.I was able to train the model correctly, but when i am going to test it gives the error:How do I solve that?ValueError: Horovod has not been initialized; use hvd.init().Hi,Please reach out to Issues · NVIDIA/DeepLearningExamples · GitHub to get better help.Thank you.Powered by Discourse, best viewed with JavaScript enabled"
209,pycuda-driver-memoryerror-cumemhostalloc-failed-out-of-memory-yolov7,"I converted ONNX to .engine by commandAnd evaluate .engine model, a part of code as followBut I got errorMy GPU has 11 GB ram, i think it’s sufficient to run evaluate .engine model. Please help me.Hi,Please check the GPU memory available and make sure no other task is consuming the available resources.pycuda._driver.MemoryError: cuMemHostAlloc failed: out of memoryThis error can also happen if you pass a negative size in cuda.mem_alloc, could you please check.Thank you.Powered by Discourse, best viewed with JavaScript enabled"
210,cuopt-service-closed,"I got an Error message this Morning like below:
NVIDIA cuOpt failure - Limited version of NVIDIA cuOpt has expired\nObtained 35 stack framesIs there any way I can purchase this? or any other early access version I can upgrade?Since I couldn’t find the cuopt docker image in the nvcr.io today, I would like to know why this happens and how I can use this beautiful fuctions again.Hi,We have addressed this concern via email and have directed you to the sales lead. Thank you for your continued interest in cuOpt.Regards,
cuOpt TeamHi,
I have received a similar message:
NVIDIA cuOpt failure - Limited version of NVIDIA cuOpt has expiredCould you also direct me to the sales lead.
Thanks
Davidhello i have same message.
i m testing application with cuopt,
could you guide about sales lead as mail?ThxPlease reach out to cuopt@nvidia.com with details and we will connect you with a sales representative for licensing options.Thank You,
cuopt TeamHi David,Please reach out to cuopt@nvidia.com with details and we will connect you with a sales representative for licensing options.Thank You,
cuopt Teamthanks to your kind and immediate explanation, I could manage to contact cuopt team through email and they told me that it will take 7~10 days for the license assessment. However, still, there’s no action on it.only email forwarding to Korean sales team and no feedback.Is this what Nvidia intended to leveraging Opensource strategy?Powered by Discourse, best viewed with JavaScript enabled"
211,cudnn-installation-for-ubuntu-20-04-mint-21-1-for-a-1070-cuda-8-6-compat-question,"From the matrix is shows the 1070 can only deal with CUDA 8.6.  The libraries I found are for ubuntu 16.04.  I shouldn’t be able to use those libraries on 20.04 should it?  Can I use the latest CUDA on an older card and it work at all?  If not, is there a way to get the source and compile it myself?  Or can I only use older hardware with Windows since the CUDA 8.6 supports WIndows 10.
Sorry for all the questions at once, just want to get this in the first pass.Hi @andrew.falgout ,
Based on our support matrix: Support Matrix :: NVIDIA cuDNN Documentation, our latest release still supports the 1070 (Pascal Architecture).
So you can grab the latest release and choose the installer that matches your OS.
ThanksPowered by Discourse, best viewed with JavaScript enabled"
212,cuda-cudnn-and-visual-studio-2022-enable-gpu-processing,"I’m trying to build my first machine learning program in visual studio and i’m trying to get it to process my model using my gpu instead of cpu.  I have visual studio 2019 and 2022, along with cuda 11.8 and cudnn 8.6.  I’ve installed python 3.9 3.10 and 3.11, followed the instructions i found online here but still doesnt recognize my gpu which i have an rtx 3080?  Any assistance pointing me in the right direction to get it working correctly would be greatly appreciated.https://www.yodiw.com/install-tensorflow-cudavisual-studio-2022-in-windows-11-for-gpu-modelling/Hi @mike11d11 ,
Please check the cudnn-cuda version compatibility from here.Also check if your drivers are updated?ThanksYes this is what i looked at and several other sources online.  This is what i’ve got so far, i just can’t figure out what i’m doing wrong…Windows 10 pro fresh install
Visual studio 2019 and 2022 community edition
Cuda 11.8
cudnnn 8.6.0.163
copy dll’s and alos create directory for the cudnn
made environment system variables
anaconda 3.9.12What else could i be missing?I run this in anaconda but still get False for available GPU’s when i have 2 rtx 3060ti’s isntalled.python
import tensorflow as tf
tf.version
len(tf.config.list_physical_devices(‘GPU’))>0Hi @mike11d11 ,
Can you please share the error logs with us?ok this is what i ended up having to do in order to get it running with gpu on my machine.python 3.8.5 downgrade
pip install tensorflow-gpu==2.7.1
pip install protobuf 3.20.1
pip install grpcio==1.48.2
pip install pandas --user
pip install scikit-learn
pip install pyodbc
pip install sqlalchemy
pip install numpy==1.21I’m now seeing an issue that it will only process using 1 of my gpu’s, if I include both of my rtx 3060ti’s then i get this error below?No OpKernel was registered to support Op ‘NcclAllReduce’ used by {{node Adam/NcclAllReduce}} with these attrs: [reduction=“sum”, shared_name=“c1”, T=DT_FLOAT, num_devices=2]
Registered devices: [CPU, GPU]Powered by Discourse, best viewed with JavaScript enabled"
213,problem-with-structured-sparsity-and-explicit-quantization-ptq-on-tiny-yolov7,"Hi, I am trying to use TensorRT to execute a Tiny-Yolov7 model with structured sparsity (2:4) and explicit quantization (PTQ). I have successfully trained and deployed on TensorRT a sparse network following this page :○ TensorRT is an SDK for high-performance deep learning inference, and TensorRT 8.0 introduces support for sparsity that uses sparse tensor cores on NVIDIA Ampere GPUs. It can accelerate networks by…Then, I followed this tutorial to perform PTQ step on my sparse model : yolo_deepstream/yolov7_qat at main · NVIDIA-AI-IOT/yolo_deepstream · GitHubIf I use “–sparsity=enable”, you will see that no sparse implementation were picked (see ‘log_sparse_ptq.txt’). With “–sparsity=force”, I see an error happening but the engine is generated and evaluated (see ‘log_force.txt’). Why? The error is :[04/19/2023-11:08:04] [E] Error[3]:[convolutionLayer.h::setKernelWeights::30] Error Code 3: API Usage Error (Parameter check failed at: /_src/build/x86_64-gnu/release/optimizer/api/layers/convolutionLayer.h::setKernelWeights::30, condition: kernelWeights.values != nullptrIf I inspect with netron the ONNX, the weights in QuantizeLinear layers have the same zeros values of my sparsified only model. I don’t know what happened. If you could help me, it will be highly appreciated ^^TensorRT Version: 8.5.3
GPU Type: RTX A5000-24GB
Nvidia Driver Version: 520.61.05
CUDA Version: 11.8
CUDNN Version: 8.6.0
Operating System + Version: Ubuntu 22.04 LTS
Python Version (if applicable): 3.10.6
TensorFlow Version (if applicable): not applicable
PyTorch Version (if applicable): 2.0.0
Baremetal or Container (if container which image + tag): not applicableptq-sparse-640.onnx (24.0 MB)
log_sparse_ptq.txt (5.2 MB)
log_force.txt (5.2 MB)trtexec --onnx=ptq-sparse-640.onnx --saveEngine=ptq-tiny-yolov7-sparse-640.trt --int8 --fp16 --sparsity=enable --useCudaGraph --verbose
or
trtexec --onnx=ptq-sparse-640.onnx --saveEngine=ptq-tiny-yolov7-sparse-640.trt --int8 --fp16 --sparsity=force --useCudaGraph --verboseHi,This looks like a Deepstream related issue. We will move this post to the Deepstream forum.Thanks!Hi,
Thanks for the quick answer.It’s clearly a TensorRT problem. There is several parts in the github and I’m focus on the tensorRT and PTQ/QAT technic.Regards,Hi @TakeThat42 ,
Apologies for the delayed response, i am checking on this and will update you soon.ThanksHi @AakankshaS,Thanks for your concern. I will be waiting your answer.ThanksHi @AakankshaS,Do you have any update on my problem? I’m still waiting your answer.ThanksPowered by Discourse, best viewed with JavaScript enabled"
